storm_id,start_time,area_00,bounds_00,clon_idx_00,clat_idx_00,PSu_00,PSv_00,tmin_00,tmean_00,area_01,bounds_01,clon_idx_01,clat_idx_01,PSu_01,PSv_01,tmin_01,tmean_01,area_02,bounds_02,clon_idx_02,clat_idx_02,PSu_02,PSv_02,tmin_02,tmean_02,area_03,bounds_03,clon_idx_03,clat_idx_03,PSu_03,PSv_03,tmin_03,tmean_03,area_04,bounds_04,clon_idx_04,clat_idx_04,PSu_04,PSv_04,tmin_04,tmean_04,area_05,bounds_05,clon_idx_05,clat_idx_05,PSu_05,PSv_05,tmin_05,tmean_05,area_06,bounds_06,clon_idx_06,clat_idx_06,PSu_06,PSv_06,tmin_06,tmean_06,area_07,bounds_07,clon_idx_07,clat_idx_07,PSu_07,PSv_07,tmin_07,tmean_07,area_08,bounds_08,clon_idx_08,clat_idx_08,PSu_08,PSv_08,tmin_08,tmean_08,area_09,bounds_09,clon_idx_09,clat_idx_09,PSu_09,PSv_09,tmin_09,tmean_09,area_10,bounds_10,clon_idx_10,clat_idx_10,PSu_10,PSv_10,tmin_10,tmean_10,area_11,bounds_11,clon_idx_11,clat_idx_11,PSu_11,PSv_11,tmin_11,tmean_11,area_12,bounds_12,clon_idx_12,clat_idx_12,PSu_12,PSv_12,tmin_12,tmean_12,area_13,bounds_13,clon_idx_13,clat_idx_13,PSu_13,PSv_13,tmin_13,tmean_13,area_14,bounds_14,clon_idx_14,clat_idx_14,PSu_14,PSv_14,tmin_14,tmean_14,area_15,bounds_15,clon_idx_15,clat_idx_15,PSu_15,PSv_15,tmin_15,tmean_15,area_16,bounds_16,clon_idx_16,clat_idx_16,PSu_16,PSv_16,tmin_16,tmean_16,area_17,bounds_17,clon_idx_17,clat_idx_17,PSu_17,PSv_17,tmin_17,tmean_17,area_18,bounds_18,clon_idx_18,clat_idx_18,PSu_18,PSv_18,tmin_18,tmean_18,area_19,bounds_19,clon_idx_19,clat_idx_19,PSu_19,PSv_19,tmin_19,tmean_19,area_20,bounds_20,clon_idx_20,clat_idx_20,PSu_20,PSv_20,tmin_20,tmean_20,area_21,bounds_21,clon_idx_21,clat_idx_21,PSu_21,PSv_21,tmin_21,tmean_21,area_22,bounds_22,clon_idx_22,clat_idx_22,PSu_22,PSv_22,tmin_22,tmean_22,area_23,bounds_23,clon_idx_23,clat_idx_23,PSu_23,PSv_23,tmin_23,tmean_23,area_24,bounds_24,clon_idx_24,clat_idx_24,PSu_24,PSv_24,tmin_24,tmean_24,area_25,bounds_25,clon_idx_25,clat_idx_25,PSu_25,PSv_25,tmin_25,tmean_25,area_26,bounds_26,clon_idx_26,clat_idx_26,PSu_26,PSv_26,tmin_26,tmean_26,area_27,bounds_27,clon_idx_27,clat_idx_27,PSu_27,PSv_27,tmin_27,tmean_27,area_28,bounds_28,clon_idx_28,clat_idx_28,PSu_28,PSv_28,tmin_28,tmean_28,area_29,bounds_29,clon_idx_29,clat_idx_29,PSu_29,PSv_29,tmin_29,tmean_29,area_30,bounds_30,clon_idx_30,clat_idx_30,PSu_30,PSv_30,tmin_30,tmean_30,area_31,bounds_31,clon_idx_31,clat_idx_31,PSu_31,PSv_31,tmin_31,tmean_31,area_32,bounds_32,clon_idx_32,clat_idx_32,PSu_32,PSv_32,tmin_32,tmean_32,area_33,bounds_33,clon_idx_33,clat_idx_33,PSu_33,PSv_33,tmin_33,tmean_33,tmin_min,mcs_thld
206,20060727_1900,16344,"2348,189,193,178",2430.59,81.74,-14.504999999999999,-0.96,213.44,231.28,9558.0,"2327,122,139,113",2401.36,62.36,-13.649999999999999,0.375,214.67,229.11,9871.0,"2284,108,158,84",2365.94,66.47,-19.23,3.84,217.38,231.94,6982.0,"2297,121,118,88",2357.52,76.59,2.46,3.285,219.06,231.15,7667.0,"2289,145,100,110",2339.22,91.82,-4.86,0.315,213.91,229.7,6920.0,"2278,161,125,116",2330.52,111.22,-0.03,-0.10500000000000001,216.2,228.84,7529.0,"2244,173,148,94",2320.98,130.1,-7.26,6.105,215.16,228.24,7228.0,"2240,181,123,91",2305.69,138.01,-6.555,13.350000000000001,221.6,230.33,5913.0,"2225,189,106,86",2282.7,148.45,-19.125,0.0,225.27,234.46,3557.0,"2224,193,69,85",2262.14,148.99,-10.53,0.615,227.11,236.73,1079.0,"2236,156,33,50",2251.06,130.15,-20.205000000000002,1.17,231.53,236.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.44,10
193,20060727_1900,2907,"3092,602,74,117",3130.62,538.69,-0.9750000000000001,2.805,207.46,227.64,5132.0,"3056,624,85,127",3097.51,566.26,-11.834999999999999,13.799999999999999,201.03,220.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.03,2
195,20060727_1900,1495,"2670,744,62,37",2700.26,726.47,-5.445,1.815,216.49,229.43,4125.0,"2631,751,89,67",2673.64,716.64,-17.73,-5.655,196.5,219.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.5,1
207,20060727_1900,7800,"0,884,122,143",55.46,818.18,-0.9450000000000001,-3.915,205.11,226.92,8457.0,"0,873,90,228",34.44,780.0,-17.145,-4.14,218.27,232.03,1802.0,"8,832,51,74",26.29,799.71,-0.135,-0.03,222.11,234.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.11,2
200,20060727_1900,921,"923,1273,33,49",942.53,1250.49,-3.99,-12.93,209.42,223.63,2048.0,"900,1268,64,63",935.39,1241.33,3.555,-11.595,215.17,227.02,2519.0,"884,1269,79,74",927.55,1235.16,-1.455,-0.78,221.99,230.81,1144.0,"897,1258,57,52",924.81,1235.08,-7.395,0.36,232.17,236.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.42,1
201,20060727_1900,790,"1190,1610,40,39",1206.59,1590.52,0.22499999999999998,-0.34500000000000003,217.38,232.01,3199.0,"1161,1648,75,83",1196.39,1605.84,-12.299999999999999,-19.89,218.83,229.3,5017.0,"1153,1656,79,99",1195.93,1603.83,-4.89,1.8599999999999999,222.89,230.58,3725.0,"1148,1649,85,71",1186.97,1617.59,-7.515,-0.03,225.79,235.4,946.0,"1152,1625,31,51",1167.95,1597.98,2.565,-6.165000000000001,230.78,236.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.38,3
223,20060727_2000,16366,"2220,341,199,138",2326.21,273.97,-11.655,0.915,210.43,223.11,16780.0,"2204,328,196,142",2303.69,268.17,-15.585,-5.04,215.26,225.87,13126.0,"2188,318,171,106",2273.95,265.02,-4.425000000000001,-6.5249999999999995,217.84,228.23,7546.0,"2180,317,142,105",2240.17,255.29,-3.18,12.495000000000001,220.11,232.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.43,4
212,20060727_2000,1750,"2708,418,61,48",2736.46,391.2,-3.7199999999999998,3.63,215.51,229.26,1463.0,"2674,396,70,31",2713.06,378.36,-6.18,-5.805,221.87,231.79,3782.0,"2641,420,158,66",2715.63,386.83,-15.825000000000001,-0.63,224.92,234.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.51,1
214,20060727_2000,2104,"2704,666,67,44",2740.35,645.37,-17.79,-2.505,200.47,218.17,4060.0,"2672,675,86,68",2721.77,642.05,-15.225000000000001,-3.2700000000000005,202.21,215.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.47,1
236,20060727_2100,2672,"2768,558,73,83",2811.68,521.38,-23.759999999999998,-4.995,222.28,233.32,502.0,"2775,532,29,26",2787.42,519.81,-12.48,-16.035,224.77,233.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.28,1
238,20060727_2100,6802,"788,1176,94,192",832.6,1090.08,-7.365,-1.995,213.39,229.93,3479.0,"810,1177,60,104",840.66,1127.23,-6.75,0.22499999999999998,217.47,230.68,1881.0,"798,1176,50,66",823.71,1148.21,-16.365000000000002,2.0250000000000004,226.5,233.8,2019.0,"761,1183,74,56",799.13,1154.75,-0.255,0.5249999999999999,227.96,236.58,869.0,"764,1174,36,40",783.13,1155.66,4.9799999999999995,2.355,231.82,237.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.39,2
262,20060727_2300,14589,"2969,654,135,164",3035.57,561.2,-18.825000000000003,-3.5999999999999996,219.69,229.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.69,1
255,20060727_2300,3140,"1312,1426,104,80",1374.03,1389.06,-7.08,-1.17,207.87,222.73,8252.0,"1303,1422,108,129",1360.7,1360.91,-1.275,0.045,203.32,219.3,12731.0,"1274,1425,131,150",1342.76,1352.87,-13.035,1.6500000000000001,204.4,220.62,14837.0,"1241,1410,152,139",1321.28,1342.59,-5.5649999999999995,-2.565,208.36,220.63,17718.0,"1199,1406,196,143",1306.51,1334.81,-1.47,-0.03,215.17,225.52,17092.0,"1169,1402,216,139",1294.69,1326.35,-2.625,-5.3549999999999995,215.19,230.13,6788.0,"1173,1369,150,89",1251.75,1324.4,-16.665,0.81,218.39,229.04,6787.0,"1186,1398,103,119",1237.44,1332.05,-17.835,0.75,218.67,232.01,3841.0,"1162,1360,109,72",1217.56,1322.57,-13.830000000000002,-0.015,221.07,233.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.32,9
280,20060728_0000,2850,"1295,1644,82,71",1337.11,1605.96,-0.99,0.015,222.33,233.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.33,1
287,20060728_0100,2499,"3020,680,62,53",3054.58,655.07,-0.015,1.08,204.98,220.76,6543.0,"2979,702,96,93",3029.0,656.81,-3.465,-2.7600000000000002,205.01,219.68,10125.0,"2941,707,124,133",3006.68,644.98,-16.634999999999998,-6.0600000000000005,207.46,223.88,13231.0,"2916,694,133,155",2987.62,617.67,-6.9750000000000005,-4.7700000000000005,204.29,224.34,14714.0,"2889,663,151,143",2967.52,594.03,-4.965,-3.2700000000000005,206.29,222.95,14850.0,"2865,632,168,127",2955.32,572.51,-1.7999999999999998,-4.4399999999999995,206.35,220.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.29,6
294,20060728_0100,1077,"1246,1549,39,37",1264.06,1531.32,-3.435,1.26,218.07,228.77,4777.0,"1183,1557,121,91",1231.42,1517.36,-9.705,0.165,213.93,228.67,4226.0,"1192,1570,72,102",1234.83,1525.75,-5.8950000000000005,0.045,225.74,232.77,1869.0,"1205,1579,56,81",1234.37,1543.11,-2.1149999999999998,6.285,231.75,237.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.93,2
309,20060728_0300,2531,"2392,490,93,54",2445.53,461.18,-3.2700000000000005,0.0,218.6,228.39,3766.0,"2374,494,102,63",2431.79,461.3,-11.399999999999999,4.1850000000000005,219.45,231.18,3169.0,"2374,493,73,71",2413.4,458.24,-9.149999999999999,0.30000000000000004,227.54,235.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.6,3
311,20060728_0300,7750,"2760,536,132,83",2831.75,497.73,-2.43,-10.86,203.11,222.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.11,1
317,20060728_0300,600,"2034,525,33,29",2053.06,510.01,16.53,-0.405,221.06,231.84,2544.0,"2019,554,62,58",2050.13,525.86,1.755,12.450000000000001,215.06,224.3,5275.0,"1995,578,119,80",2052.86,539.14,-12.24,1.605,209.72,225.61,5826.0,"1976,582,127,81",2040.41,543.82,-21.405,4.335,216.69,229.49,2034.0,"2037,583,48,62",2062.34,552.74,-13.635,0.315,216.92,231.63,1309.0,"2034,556,44,42",2056.18,537.34,-26.205,3.3600000000000003,223.14,232.03,795.0,"2015,557,47,34",2044.39,537.35,-7.77,15.735,234.79,238.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.72,3
314,20060728_0300,628,"1579,853,33,31",1595.91,835.64,-2.0999999999999996,-0.18,214.26,226.48,2686.0,"1555,862,55,76",1582.95,826.37,-3.7649999999999997,0.135,207.31,223.23,4534.0,"1530,865,68,90",1566.6,821.02,-14.475000000000001,0.0,211.77,223.85,6193.0,"1506,873,89,110",1552.28,817.41,-9.885,-1.8900000000000001,209.23,225.2,7537.0,"1499,902,91,142",1544.24,827.76,-8.535,0.06,204.69,228.55,5197.0,"1489,896,88,119",1528.27,832.17,-14.595,0.54,206.43,226.89,4590.0,"1475,891,71,117",1505.47,837.37,-9.09,-3.615,206.43,221.47,6204.0,"1405,886,130,128",1484.1,820.47,-15.075000000000001,-2.13,208.54,224.05,6168.0,"1427,883,96,138",1471.9,814.24,-12.27,-0.735,211.62,226.24,6167.0,"1414,877,86,151",1450.49,797.9,-13.5,-1.53,210.38,226.97,7925.0,"1388,859,90,152",1430.29,787.23,-18.345,-0.15000000000000002,200.75,221.65,10292.0,"1358,872,98,175",1410.48,784.79,-12.600000000000001,-2.64,197.46,215.67,19929.0,"1309,917,184,229",1401.78,807.86,-14.235,-0.33,197.18,213.78,33251.0,"1281,972,270,283",1404.23,829.52,-13.799999999999999,0.8400000000000001,197.26,213.87,48892.0,"1255,987,300,316",1386.96,840.72,-7.74,-1.1099999999999999,197.04,214.52,64979.0,"1227,1014,332,372",1373.63,843.79,-4.800000000000001,0.33,195.72,216.15,87925.0,"1149,1076,407,444",1355.09,869.23,-3.945,-0.75,195.63,218.46,114666.0,"1128,1082,571,457",1398.3,864.05,-2.25,0.135,193.87,219.08,120363.0,"1111,1079,590,522",1396.2,854.01,-1.815,0.9750000000000001,193.03,218.52,126480.0,"1095,1085,597,516",1386.6,856.52,-1.4249999999999998,-0.015,195.37,219.07,125117.0,"1103,1085,584,444",1362.29,867.74,-0.8400000000000001,0.09,196.91,220.82,82288.0,"1161,1096,461,410",1403.98,906.57,-0.39,-0.255,202.26,223.08,85088.0,"1047,1106,454,503",1244.54,869.63,-0.39,-5.5649999999999995,205.85,228.51,33586.0,"1079,894,195,307",1161.27,728.4,-2.73,4.71,202.9,227.31,32339.0,"1055,866,173,298",1136.14,714.56,-5.085,-11.565,204.79,226.34,32316.0,"1024,849,188,294",1113.62,697.21,-4.32,-8.399999999999999,201.48,226.7,32967.0,"994,837,224,291",1099.7,682.71,-3.7350000000000003,-11.024999999999999,210.0,227.29,37617.0,"950,829,260,302",1082.15,673.42,-4.47,-1.4849999999999999,201.08,228.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.03,27
319,20060728_0300,3177,"1159,1530,65,74",1188.51,1490.72,-9.72,-0.5549999999999999,214.75,227.1,6373.0,"1121,1539,107,106",1176.5,1487.46,-6.66,2.34,219.09,230.37,6219.0,"1105,1529,118,96",1166.06,1483.84,-4.2299999999999995,6.765,225.03,234.09,3591.0,"1121,1524,78,79",1162.04,1482.09,-3.0300000000000002,-0.855,229.91,236.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.75,4
332,20060728_0500,27336,"2561,555,367,157",2765.27,485.34,-0.735,-3.87,202.64,225.68,19504.0,"2721,547,198,153",2817.62,474.77,-2.4000000000000004,-3.93,207.77,224.73,33209.0,"2721,628,298,240",2871.47,507.29,-2.565,-2.715,207.31,227.01,14576.0,"2714,509,189,138",2807.38,439.82,-1.32,-8.595,212.02,229.52,13769.0,"2710,494,177,150",2805.02,415.02,-0.8400000000000001,-12.405,209.21,229.58,13844.0,"2670,447,209,132",2790.22,389.94,-1.2449999999999999,-14.100000000000001,208.61,228.13,15623.0,"2646,438,227,145",2772.93,373.06,-7.2749999999999995,-8.115,210.77,226.27,16653.0,"2622,432,249,159",2746.28,358.92,-12.705000000000002,-7.755,209.34,225.65,20088.0,"2577,420,272,166",2705.95,345.13,-6.27,-8.895,209.5,224.7,25007.0,"2539,420,272,185",2675.19,333.39,-8.925,-3.8549999999999995,206.35,224.15,28882.0,"2510,432,279,206",2645.03,324.36,-11.790000000000001,-0.54,207.16,225.59,28706.0,"2489,443,264,231",2614.9,320.04,-11.370000000000001,-11.100000000000001,209.62,227.64,27848.0,"2471,449,243,261",2584.43,312.66,-8.43,-11.97,216.95,230.63,11423.0,"2478,305,198,120",2601.94,246.51,-4.365,-5.985,223.33,232.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.64,14
336,20060728_0600,463,"2142,462,40,19",2163.68,453.59,-22.049999999999997,1.56,221.22,234.11,1892.0,"2124,477,74,44",2161.01,455.15,-1.2000000000000002,-4.2299999999999995,218.07,229.03,3654.0,"2105,499,95,63",2157.2,463.36,4.17,17.16,214.89,229.36,7206.0,"2081,511,110,126",2140.35,450.15,-10.44,11.64,215.83,227.83,9519.0,"2058,519,129,137",2124.07,449.23,-11.595,0.28500000000000003,218.84,229.94,9270.0,"2036,521,138,127",2111.37,452.67,-12.495000000000001,0.28500000000000003,217.8,233.03,7744.0,"2043,512,142,104",2106.1,455.94,-2.6550000000000002,6.3149999999999995,217.6,236.05,2194.0,"2051,519,76,47",2088.31,497.24,0.34500000000000003,10.845,222.72,232.78,4796.0,"2016,576,91,101",2060.51,524.4,-19.515,14.655,198.63,223.77,9318.0,"1981,593,108,150",2038.34,522.42,-12.51,3.615,203.47,223.28,13467.0,"1957,594,130,159",2020.46,518.96,-20.384999999999998,-6.135,206.79,224.35,15915.0,"1933,599,156,173",2008.58,512.28,-9.075,0.07500000000000001,211.21,226.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.63,9
340,20060728_0600,1261,"1086,1387,47,34",1108.64,1370.69,-18.06,8.355,207.87,226.06,5443.0,"1051,1458,116,127",1099.4,1384.03,-18.285,1.905,211.7,226.48,8316.0,"1034,1431,217,149",1118.58,1362.75,-4.2299999999999995,-0.43499999999999994,216.65,230.31,6616.0,"1022,1431,134,106",1083.45,1379.72,-11.790000000000001,1.6350000000000002,224.04,233.75,1898.0,"1006,1412,105,49",1063.63,1388.09,21.81,6.165000000000001,232.68,237.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.87,3
